Giornata;Squadra;Modulo;Giocatore;Titolare;PanchinaOrdine
20;ARCORE FC;3-4-3;Cambiaso;SI;0
20;ARCORE FC;3-4-3;Akanji;SI;0
20;ARCORE FC;3-4-3;Ostigard;SI;0
20;ARCORE FC;3-4-3;Zaragoza;SI;0
20;ARCORE FC;3-4-3;Konè M.;SI;0
20;ARCORE FC;3-4-3;Sucic P.;SI;0
20;ARCORE FC;3-4-3;Thorsby;SI;0
20;ARCORE FC;3-4-3;Esposito Se.;SI;0
20;ARCORE FC;3-4-3;Thuram;SI;0
20;ARCORE FC;3-4-3;Bonny;SI;0
20;ARCORE FC;3-4-3;Bisseck;NO;1
20;ARCORE FC;3-4-3;Cataldi;NO;2
20;ARCORE FC;3-4-3;De Winter;NO;3
20;ARCORE FC;3-4-3;N'Dicka;NO;4
20;ARCORE FC;3-4-3;Sanabria;NO;5
20;ARCORE FC;3-4-3;Orsolini;NO;6
20;ARCORE FC;3-4-3;Falcone;NO;7
20;ARCORE FC;3-4-3;Tramoni M.;NO;8
20;ARCORE FC;3-4-3;Pedro;NO;9
20;ARCORE FC;3-4-3;McTominay;NO;10
20;ARCORE FC;3-4-3;Cuadrado;NO;11
20;ARCORE FC;3-4-3;Colombo;NO;12
20;ARCORE FC;3-4-3;Okoye;NO;13
20;ARCORE FC;3-4-3;Di Lorenzo;NO;14
20;FC San Marco Evangelista;3-4-3;Terracciano;SI;0
20;FC San Marco Evangelista;3-4-3;Delprato;SI;0
20;FC San Marco Evangelista;3-4-3;Norton-Cuffy;SI;0
20;FC San Marco Evangelista;3-4-3;Ranieri L.;SI;0
20;FC San Marco Evangelista;3-4-3;Paz N.;SI;0
20;FC San Marco Evangelista;3-4-3;Saelemaekers;SI;0
20;FC San Marco Evangelista;3-4-3;Brescianini;SI;0
20;FC San Marco Evangelista;3-4-3;Dele-Bashiru;SI;0
20;FC San Marco Evangelista;3-4-3;Boga;SI;0
20;FC San Marco Evangelista;3-4-3;Pellegrino M.;SI;0
20;FC San Marco Evangelista;3-4-3;Cancellieri;SI;0
20;FC San Marco Evangelista;3-4-3;Odgaard;NO;1
20;FC San Marco Evangelista;3-4-3;Barella;NO;2
20;FC San Marco Evangelista;3-4-3;De Ketelaere;NO;3
20;FC San Marco Evangelista;3-4-3;Buongiorno;NO;4
20;FC San Marco Evangelista;3-4-3;Palestra;NO;5
20;FC San Marco Evangelista;3-4-3;Yildiz;NO;6
20;FC San Marco Evangelista;3-4-3;Suzuki;NO;7
20;FC San Marco Evangelista;3-4-3;Circati;NO;8
20;FC San Marco Evangelista;3-4-3;Kalulu;NO;9
20;FC San Marco Evangelista;3-4-3;Maignan;NO;10
20;FC San Marco Evangelista;3-4-3;Miretti;NO;11
20;FC San Marco Evangelista;3-4-3;Gila;NO;12
20;FC San Marco Evangelista;3-4-3;Iling Junior;NO;13
20;FC San Marco Evangelista;3-4-3;Ferguson E.;NO;14
20;FC bianchi;3-4-3;Contini;SI;0
20;FC bianchi;3-4-3;Scalvini;SI;0
20;FC bianchi;3-4-3;Mina;SI;0
20;FC bianchi;3-4-3;Diego Carlos;SI;0
20;FC bianchi;3-4-3;Mkhitaryan;SI;0
20;FC bianchi;3-4-3;Strefezza;SI;0
20;FC bianchi;3-4-3;Harroui;SI;0
20;FC bianchi;3-4-3;McKennie;SI;0
20;FC bianchi;3-4-3;Davis K.;SI;0
20;FC bianchi;3-4-3;Leao;SI;0
20;FC bianchi;3-4-3;Vardy;SI;0
20;FC bianchi;3-4-3;Fullkrug;NO;1
20;FC bianchi;3-4-3;Isaksen;NO;2
20;FC bianchi;3-4-3;Vasquez;NO;3
20;FC bianchi;3-4-3;Baschirotto;NO;4
20;FC bianchi;3-4-3;Dodò;NO;5
20;FC bianchi;3-4-3;Thuram K.;NO;6
20;FC bianchi;3-4-3;Comuzzo;NO;7
20;FC bianchi;3-4-3;Rovella;NO;8
20;FC bianchi;3-4-3;Meret;NO;9
20;FC bianchi;3-4-3;Zapata D.;NO;10
20;FC bianchi;3-4-3;Romagnoli;NO;11
20;FC bianchi;3-4-3;Raspadori;NO;12
20;FC bianchi;3-4-3;Sottil;NO;13
20;FC bianchi;3-4-3;Milinkovic-Savic V.;NO;14
20;Sinuoso;3-4-3;Martinez Jo.;SI;0
20;Sinuoso;3-4-3;Bastoni;SI;0
20;Sinuoso;3-4-3;Darmian;SI;0
20;Sinuoso;3-4-3;Olivera;SI;0
20;Sinuoso;3-4-3;Vlasic;SI;0
20;Sinuoso;3-4-3;Conceicao;SI;0
20;Sinuoso;3-4-3;De Roon;SI;0
20;Sinuoso;3-4-3;Thorstvedt;SI;0
20;Sinuoso;3-4-3;Martinez L.;SI;0
20;Sinuoso;3-4-3;Nkunku;SI;0
20;Sinuoso;3-4-3;Laurientè;SI;0
20;Sinuoso;3-4-3;Heggem;NO;1
20;Sinuoso;3-4-3;Vergara;NO;2
20;Sinuoso;3-4-3;Esposito F.P.;NO;3
20;Sinuoso;3-4-3;Caracciolo A.;NO;4
20;Sinuoso;3-4-3;Mancini;NO;5
20;Sinuoso;3-4-3;Ricci S.;NO;6
20;Sinuoso;3-4-3;Calhanoglu;NO;7
20;Sinuoso;3-4-3;Locatelli;NO;8
20;Sinuoso;3-4-3;Di Gennaro;NO;9
20;Sinuoso;3-4-3;Nzola;NO;10
20;Sinuoso;3-4-3;Holm;NO;11
20;Sinuoso;3-4-3;Sommer;NO;12
20;Sinuoso;3-4-3;Spinazzola;NO;13
20;Sinuoso;3-4-3;Douvikas;NO;14
20;Makumba FC;3-4-3;Perin;SI;0
20;Makumba FC;3-4-3;Dimarco;SI;0
20;Makumba FC;3-4-3;Tomori;SI;0
20;Makumba FC;3-4-3;Pavlovic;SI;0
20;Makumba FC;3-4-3;Rowe;SI;0
20;Makumba FC;3-4-3;Politano;SI;0
20;Makumba FC;3-4-3;Mandragora;SI;0
20;Makumba FC;3-4-3;Taylor K.;SI;0
20;Makumba FC;3-4-3;Kean;SI;0
20;Makumba FC;3-4-3;Piccoli;SI;0
20;Makumba FC;3-4-3;Adams C.;SI;0
20;Makumba FC;3-4-3;Di Gregorio;NO;1
20;Makumba FC;3-4-3;Orban G.;NO;2
20;Makumba FC;3-4-3;Pinamonti;NO;3
20;Makumba FC;3-4-3;Estupinan;NO;4
20;Makumba FC;3-4-3;Rodriguez Je.;NO;5
20;Makumba FC;3-4-3;Bartesaghi;NO;6
20;Makumba FC;3-4-3;Pulisic;NO;7
20;Makumba FC;3-4-3;Bellanova;NO;8
20;Makumba FC;3-4-3;Gabbia;NO;9
20;Makumba FC;3-4-3;Fofana Y.;NO;10
20;Makumba FC;3-4-3;Loftus-Cheek;NO;11
20;Makumba FC;3-4-3;Skorupski;NO;12
20;Makumba FC;3-4-3;Zappacosta;NO;13
20;Makumba FC;3-4-3;Zielinski;NO;14
20;Nhamass dstrunz;3-4-3;Carnesecchi;SI;0
20;Nhamass dstrunz;3-4-3;Ramon;SI;0
20;Nhamass dstrunz;3-4-3;Celik;SI;0
20;Nhamass dstrunz;3-4-3;Tavares N.;SI;0
20;Nhamass dstrunz;3-4-3;Da Cunha;SI;0
20;Nhamass dstrunz;3-4-3;Ekkelenkamp;SI;0
20;Nhamass dstrunz;3-4-3;Perrone;SI;0
20;Nhamass dstrunz;3-4-3;Pasalic;SI;0
20;Nhamass dstrunz;3-4-3;Kilicsoy;SI;0
20;Nhamass dstrunz;3-4-3;Krstovic;SI;0
20;Nhamass dstrunz;3-4-3;Dybala;SI;0
20;Nhamass dstrunz;3-4-3;Sportiello;NO;1
20;Nhamass dstrunz;3-4-3;Kossounou;NO;2
20;Nhamass dstrunz;3-4-3;Bijlow;NO;3
20;Nhamass dstrunz;3-4-3;Soulè;NO;4
20;Nhamass dstrunz;3-4-3;Tourè I.;NO;5
20;Nhamass dstrunz;3-4-3;Kelly L.;NO;6
20;Nhamass dstrunz;3-4-3;Rrahmani;NO;7
20;Nhamass dstrunz;3-4-3;Konè I.;NO;8
20;Nhamass dstrunz;3-4-3;Malinovskyi;NO;9
20;Nhamass dstrunz;3-4-3;Zaccagni;NO;10
20;Nhamass dstrunz;3-4-3;Valle;NO;11
20;Nhamass dstrunz;3-4-3;Berardi;NO;12
20;Nhamass dstrunz;3-4-3;Scamacca;NO;13
20;Nhamass dstrunz;3-4-3;Kempf;NO;14
20;Reazione di Mallard;3-4-3;Provedel;SI;0
20;Reazione di Mallard;3-4-3;Gosens;SI;0
20;Reazione di Mallard;3-4-3;Doig;SI;0
20;Reazione di Mallard;3-4-3;Hien;SI;0
20;Reazione di Mallard;3-4-3;Zaniolo;SI;0
20;Reazione di Mallard;3-4-3;Cristante;SI;0
20;Reazione di Mallard;3-4-3;Matic;SI;0
20;Reazione di Mallard;3-4-3;Atta;SI;0
20;Reazione di Mallard;3-4-3;Vitinha O.;SI;0
20;Reazione di Mallard;3-4-3;Solomon;SI;0
20;Reazione di Mallard;3-4-3;David;SI;0
20;Reazione di Mallard;3-4-3;Solet;NO;1
20;Reazione di Mallard;3-4-3;Rabiot;NO;2
20;Reazione di Mallard;3-4-3;Wesley;NO;3
20;Reazione di Mallard;3-4-3;Durosinmi;NO;4
20;Reazione di Mallard;3-4-3;Caprile;NO;5
20;Reazione di Mallard;3-4-3;Coco;NO;6
20;Reazione di Mallard;3-4-3;Baturina;NO;7
20;Reazione di Mallard;3-4-3;Ederson D.S.;NO;8
20;Reazione di Mallard;3-4-3;Simeone;NO;9
20;Reazione di Mallard;3-4-3;Butez;NO;10
20;Reazione di Mallard;3-4-3;Martin;NO;11
20;Reazione di Mallard;3-4-3;Lucumì;NO;12
20;Reazione di Mallard;3-4-3;Gudmundsson A.;NO;13
20;Reazione di Mallard;3-4-3;Lukaku;NO;14
20;Vietato Sognare FC;3-4-3;Muric;SI;0
20;Vietato Sognare FC;3-4-3;Maripan;SI;0
20;Vietato Sognare FC;3-4-3;Zortea;SI;0
20;Vietato Sognare FC;3-4-3;Kristensen T.;SI;0
20;Vietato Sognare FC;3-4-3;Casadei;SI;0
20;Vietato Sognare FC;3-4-3;Bernabè;SI;0
20;Vietato Sognare FC;3-4-3;Santos A.;SI;0
20;Vietato Sognare FC;3-4-3;Zambo Anguissa;SI;0
20;Vietato Sognare FC;3-4-3;Castro S.;SI;0
20;Vietato Sognare FC;3-4-3;Bonazzoli;SI;0
20;Vietato Sognare FC;3-4-3;Malen;SI;0
20;Vietato Sognare FC;3-4-3;Muharemovic;NO;1
20;Vietato Sognare FC;3-4-3;Moreo;NO;2
20;Vietato Sognare FC;3-4-3;Carlos Augusto;NO;3
20;Vietato Sognare FC;3-4-3;Modric;NO;4
20;Vietato Sognare FC;3-4-3;Gollini;NO;5
20;Vietato Sognare FC;3-4-3;Zalewski;NO;6
20;Vietato Sognare FC;3-4-3;Svilar;NO;7
20;Vietato Sognare FC;3-4-3;Valeri;NO;8
20;Vietato Sognare FC;3-4-3;Pellegrini Lo.;NO;9
20;Vietato Sognare FC;3-4-3;Dumfries;NO;10
20;Vietato Sognare FC;3-4-3;Hojlund;NO;11
20;Vietato Sognare FC;3-4-3;Bremer;NO;12
20;Vietato Sognare FC;3-4-3;Ratkov;NO;13
20;Vietato Sognare FC;3-4-3;Maldini;NO;14
21;ARCORE FC;3-4-3;Okoye;SI;0
21;ARCORE FC;3-4-3;N'Dicka;SI;0
21;ARCORE FC;3-4-3;Cuadrado;SI;0
21;ARCORE FC;3-4-3;Cambiaso;SI;0
21;ARCORE FC;3-4-3;Sucic P.;SI;0
21;ARCORE FC;3-4-3;Cataldi;SI;0
21;ARCORE FC;3-4-3;Thorsby;SI;0
21;ARCORE FC;3-4-3;Tramoni M.;SI;0
21;ARCORE FC;3-4-3;Pedro;SI;0
21;ARCORE FC;3-4-3;Bonny;SI;0
21;ARCORE FC;3-4-3;Esposito Se.;SI;0
21;ARCORE FC;3-4-3;Akanji;NO;1
21;ARCORE FC;3-4-3;Falcone;NO;2
21;ARCORE FC;3-4-3;Colombo;NO;3
21;ARCORE FC;3-4-3;Orsolini;NO;4
21;ARCORE FC;3-4-3;De Winter;NO;5
21;ARCORE FC;3-4-3;Konè M.;NO;6
21;ARCORE FC;3-4-3;Bisseck;NO;7
21;ARCORE FC;3-4-3;McTominay;NO;8
21;ARCORE FC;3-4-3;Thuram;NO;9
21;ARCORE FC;3-4-3;Zaragoza;NO;10
21;ARCORE FC;3-4-3;Audero;NO;11
21;ARCORE FC;3-4-3;Ostigard;NO;12
21;ARCORE FC;3-4-3;Di Lorenzo;NO;13
21;ARCORE FC;3-4-3;Sanabria;NO;14
21;FC San Marco Evangelista;3-4-3;Suzuki;SI;0
21;FC San Marco Evangelista;3-4-3;Norton-Cuffy;SI;0
21;FC San Marco Evangelista;3-4-3;Circati;SI;0
21;FC San Marco Evangelista;3-4-3;Buongiorno;SI;0
21;FC San Marco Evangelista;3-4-3;Iling Junior;SI;0
21;FC San Marco Evangelista;3-4-3;Saelemaekers;SI;0
21;FC San Marco Evangelista;3-4-3;Dele-Bashiru;SI;0
21;FC San Marco Evangelista;3-4-3;Odgaard;SI;0
21;FC San Marco Evangelista;3-4-3;Cancellieri;SI;0
21;FC San Marco Evangelista;3-4-3;Ferguson E.;SI;0
21;FC San Marco Evangelista;3-4-3;Yildiz;SI;0
21;FC San Marco Evangelista;3-4-3;Terracciano;NO;1
21;FC San Marco Evangelista;3-4-3;Boga;NO;2
21;FC San Marco Evangelista;3-4-3;Palestra;NO;3
21;FC San Marco Evangelista;3-4-3;Barella;NO;4
21;FC San Marco Evangelista;3-4-3;Maignan;NO;5
21;FC San Marco Evangelista;3-4-3;Gila;NO;6
21;FC San Marco Evangelista;3-4-3;Pellegrino M.;NO;7
21;FC San Marco Evangelista;3-4-3;Kalulu;NO;8
21;FC San Marco Evangelista;3-4-3;De Ketelaere;NO;9
21;FC San Marco Evangelista;3-4-3;Miretti;NO;10
21;FC San Marco Evangelista;3-4-3;Brescianini;NO;11
21;FC San Marco Evangelista;3-4-3;Ranieri L.;NO;12
21;FC San Marco Evangelista;3-4-3;Delprato;NO;13
21;FC San Marco Evangelista;3-4-3;Paz N.;NO;14
21;FC bianchi;3-4-3;Meret;SI;0
21;FC bianchi;3-4-3;Mina;SI;0
21;FC bianchi;3-4-3;Baschirotto;SI;0
21;FC bianchi;3-4-3;Romagnoli;SI;0
21;FC bianchi;3-4-3;Harroui;SI;0
21;FC bianchi;3-4-3;Isaksen;SI;0
21;FC bianchi;3-4-3;McKennie;SI;0
21;FC bianchi;3-4-3;Mkhitaryan;SI;0
21;FC bianchi;3-4-3;Vardy;SI;0
21;FC bianchi;3-4-3;Leao;SI;0
21;FC bianchi;3-4-3;Fullkrug;SI;0
21;FC bianchi;3-4-3;Scalvini;NO;1
21;FC bianchi;3-4-3;Dodò;NO;2
21;FC bianchi;3-4-3;Zapata D.;NO;3
21;FC bianchi;3-4-3;Comuzzo;NO;4
21;FC bianchi;3-4-3;Milinkovic-Savic V.;NO;5
21;FC bianchi;3-4-3;Diego Carlos;NO;6
21;FC bianchi;3-4-3;Rovella;NO;7
21;FC bianchi;3-4-3;Sottil;NO;8
21;FC bianchi;3-4-3;Contini;NO;9
21;FC bianchi;3-4-3;Davis K.;NO;10
21;FC bianchi;3-4-3;Thuram K.;NO;11
21;FC bianchi;3-4-3;Vasquez;NO;12
21;FC bianchi;3-4-3;Strefezza;NO;13
21;FC bianchi;3-4-3;Raspadori;NO;14
21;Sinuoso;3-4-3;Di Gennaro;SI;0
21;Sinuoso;3-4-3;Bastoni;SI;0
21;Sinuoso;3-4-3;Olivera;SI;0
21;Sinuoso;3-4-3;Holm;SI;0
21;Sinuoso;3-4-3;Thorstvedt;SI;0
21;Sinuoso;3-4-3;Ricci S.;SI;0
21;Sinuoso;3-4-3;De Roon;SI;0
21;Sinuoso;3-4-3;Calhanoglu;SI;0
21;Sinuoso;3-4-3;Nkunku;SI;0
21;Sinuoso;3-4-3;Esposito F.P.;SI;0
21;Sinuoso;3-4-3;Martinez L.;SI;0
21;Sinuoso;3-4-3;Conceicao;NO;1
21;Sinuoso;3-4-3;Spinazzola;NO;2
21;Sinuoso;3-4-3;Laurientè;NO;3
21;Sinuoso;3-4-3;Vlasic;NO;4
21;Sinuoso;3-4-3;Nzola;NO;5
21;Sinuoso;3-4-3;Caracciolo A.;NO;6
21;Sinuoso;3-4-3;Douvikas;NO;7
21;Sinuoso;3-4-3;Locatelli;NO;8
21;Sinuoso;3-4-3;Heggem;NO;9
21;Sinuoso;3-4-3;Vergara;NO;10
21;Sinuoso;3-4-3;Sommer;NO;11
21;Sinuoso;3-4-3;Martinez Jo.;NO;12
21;Sinuoso;3-4-3;Mancini;NO;13
21;Sinuoso;3-4-3;Darmian;NO;14
21;Makumba FC;3-4-3;Perin;SI;0
21;Makumba FC;3-4-3;Estupinan;SI;0
21;Makumba FC;3-4-3;Dimarco;SI;0
21;Makumba FC;3-4-3;Tomori;SI;0
21;Makumba FC;3-4-3;Pulisic;SI;0
21;Makumba FC;3-4-3;Politano;SI;0
21;Makumba FC;3-4-3;Taylor K.;SI;0
21;Makumba FC;3-4-3;Zielinski;SI;0
21;Makumba FC;3-4-3;Pinamonti;SI;0
21;Makumba FC;3-4-3;Piccoli;SI;0
21;Makumba FC;3-4-3;Rodriguez Je.;SI;0
21;Makumba FC;3-4-3;Gabbia;NO;1
21;Makumba FC;3-4-3;Loftus-Cheek;NO;2
21;Makumba FC;3-4-3;Mandragora;NO;3
21;Makumba FC;3-4-3;Orban G.;NO;4
21;Makumba FC;3-4-3;Skorupski;NO;5
21;Makumba FC;3-4-3;Fofana Y.;NO;6
21;Makumba FC;3-4-3;Rowe;NO;7
21;Makumba FC;3-4-3;Bartesaghi;NO;8
21;Makumba FC;3-4-3;Zappacosta;NO;9
21;Makumba FC;3-4-3;Adams C.;NO;10
21;Makumba FC;3-4-3;Kean;NO;11
21;Makumba FC;3-4-3;Di Gregorio;NO;12
21;Makumba FC;3-4-3;Bellanova;NO;13
21;Makumba FC;3-4-3;Pavlovic;NO;14
21;Nhamass dstrunz;3-4-3;Bijlow;SI;0
21;Nhamass dstrunz;3-4-3;Rrahmani;SI;0
21;Nhamass dstrunz;3-4-3;Tavares N.;SI;0
21;Nhamass dstrunz;3-4-3;Valle;SI;0
21;Nhamass dstrunz;3-4-3;Malinovskyi;SI;0
21;Nhamass dstrunz;3-4-3;Perrone;SI;0
21;Nhamass dstrunz;3-4-3;Da Cunha;SI;0
21;Nhamass dstrunz;3-4-3;Pasalic;SI;0
21;Nhamass dstrunz;3-4-3;Dybala;SI;0
21;Nhamass dstrunz;3-4-3;Kilicsoy;SI;0
21;Nhamass dstrunz;3-4-3;Scamacca;SI;0
21;Nhamass dstrunz;3-4-3;Soulè;NO;1
21;Nhamass dstrunz;3-4-3;Berardi;NO;2
21;Nhamass dstrunz;3-4-3;Ramon;NO;3
21;Nhamass dstrunz;3-4-3;Zaccagni;NO;4
21;Nhamass dstrunz;3-4-3;Sportiello;NO;5
21;Nhamass dstrunz;3-4-3;Carnesecchi;NO;6
21;Nhamass dstrunz;3-4-3;Celik;NO;7
21;Nhamass dstrunz;3-4-3;Konè I.;NO;8
21;Nhamass dstrunz;3-4-3;Kelly L.;NO;9
21;Nhamass dstrunz;3-4-3;Tourè I.;NO;10
21;Nhamass dstrunz;3-4-3;Ekkelenkamp;NO;11
21;Nhamass dstrunz;3-4-3;Kempf;NO;12
21;Nhamass dstrunz;3-4-3;Krstovic;NO;13
21;Nhamass dstrunz;3-4-3;Kossounou;NO;14
21;Reazione di Mallard;3-4-3;Provedel;SI;0
21;Reazione di Mallard;3-4-3;Gosens;SI;0
21;Reazione di Mallard;3-4-3;Doig;SI;0
21;Reazione di Mallard;3-4-3;Wesley;SI;0
21;Reazione di Mallard;3-4-3;Atta;SI;0
21;Reazione di Mallard;3-4-3;Cristante;SI;0
21;Reazione di Mallard;3-4-3;Matic;SI;0
21;Reazione di Mallard;3-4-3;Ederson D.S.;SI;0
21;Reazione di Mallard;3-4-3;Vitinha O.;SI;0
21;Reazione di Mallard;3-4-3;Lukaku;SI;0
21;Reazione di Mallard;3-4-3;Simeone;SI;0
21;Reazione di Mallard;3-4-3;Coco;NO;1
21;Reazione di Mallard;3-4-3;Gudmundsson A.;NO;2
21;Reazione di Mallard;3-4-3;Zaniolo;NO;3
21;Reazione di Mallard;3-4-3;Solomon;NO;4
21;Reazione di Mallard;3-4-3;David;NO;5
21;Reazione di Mallard;3-4-3;Durosinmi;NO;6
21;Reazione di Mallard;3-4-3;Solet;NO;7
21;Reazione di Mallard;3-4-3;Rabiot;NO;8
21;Reazione di Mallard;3-4-3;Butez;NO;9
21;Reazione di Mallard;3-4-3;Hien;NO;10
21;Reazione di Mallard;3-4-3;Baturina;NO;11
21;Reazione di Mallard;3-4-3;Martin;NO;12
21;Reazione di Mallard;3-4-3;Lucumì;NO;13
21;Reazione di Mallard;3-4-3;Caprile;NO;14
21;Vietato Sognare FC;3-4-3;Svilar;SI;0
21;Vietato Sognare FC;3-4-3;Valeri;SI;0
21;Vietato Sognare FC;3-4-3;Bremer;SI;0
21;Vietato Sognare FC;3-4-3;Carlos Augusto;SI;0
21;Vietato Sognare FC;3-4-3;Bernabè;SI;0
21;Vietato Sognare FC;3-4-3;Modric;SI;0
21;Vietato Sognare FC;3-4-3;Zambo Anguissa;SI;0
21;Vietato Sognare FC;3-4-3;Maldini;SI;0
21;Vietato Sognare FC;3-4-3;Malen;SI;0
21;Vietato Sognare FC;3-4-3;Moreo;SI;0
21;Vietato Sognare FC;3-4-3;Hojlund;SI;0
21;Vietato Sognare FC;3-4-3;Zortea;NO;1
21;Vietato Sognare FC;3-4-3;Muharemovic;NO;2
21;Vietato Sognare FC;3-4-3;Zalewski;NO;3
21;Vietato Sognare FC;3-4-3;Kristensen T.;NO;4
21;Vietato Sognare FC;3-4-3;Muric;NO;5
21;Vietato Sognare FC;3-4-3;Ratkov;NO;6
21;Vietato Sognare FC;3-4-3;Santos A.;NO;7
21;Vietato Sognare FC;3-4-3;Casadei;NO;8
21;Vietato Sognare FC;3-4-3;Maripan;NO;9
21;Vietato Sognare FC;3-4-3;Castro S.;NO;10
21;Vietato Sognare FC;3-4-3;Bonazzoli;NO;11
21;Vietato Sognare FC;3-4-3;Pellegrini Lo.;NO;12
21;Vietato Sognare FC;3-4-3;Dumfries;NO;13
21;Vietato Sognare FC;3-4-3;Gollini;NO;14
22;ARCORE FC;3-4-3;Okoye;SI;0
22;ARCORE FC;3-4-3;Ostigard;SI;0
22;ARCORE FC;3-4-3;Bisseck;SI;0
22;ARCORE FC;3-4-3;Cambiaso;SI;0
22;ARCORE FC;3-4-3;McTominay;SI;0
22;ARCORE FC;3-4-3;Tramoni M.;SI;0
22;ARCORE FC;3-4-3;Cataldi;SI;0
22;ARCORE FC;3-4-3;Sucic P.;SI;0
22;ARCORE FC;3-4-3;Colombo;SI;0
22;ARCORE FC;3-4-3;Thuram;SI;0
22;ARCORE FC;3-4-3;Bonny;SI;0
22;ARCORE FC;3-4-3;Cuadrado;NO;1
22;ARCORE FC;3-4-3;Pedro;NO;2
22;ARCORE FC;3-4-3;Sanabria;NO;3
22;ARCORE FC;3-4-3;Esposito Se.;NO;4
22;ARCORE FC;3-4-3;N'Dicka;NO;5
22;ARCORE FC;3-4-3;Thorsby;NO;6
22;ARCORE FC;3-4-3;Zaragoza;NO;7
22;ARCORE FC;3-4-3;Audero;NO;8
22;ARCORE FC;3-4-3;De Winter;NO;9
22;ARCORE FC;3-4-3;Falcone;NO;10
22;ARCORE FC;3-4-3;Akanji;NO;11
22;ARCORE FC;3-4-3;Orsolini;NO;12
22;ARCORE FC;3-4-3;Di Lorenzo;NO;13
22;ARCORE FC;3-4-3;Konè M.;NO;14
22;FC San Marco Evangelista;3-4-3;Terracciano;SI;0
22;FC San Marco Evangelista;3-4-3;Kalulu;SI;0
22;FC San Marco Evangelista;3-4-3;Ranieri L.;SI;0
22;FC San Marco Evangelista;3-4-3;Norton-Cuffy;SI;0
22;FC San Marco Evangelista;3-4-3;Saelemaekers;SI;0
22;FC San Marco Evangelista;3-4-3;Barella;SI;0
22;FC San Marco Evangelista;3-4-3;Brescianini;SI;0
22;FC San Marco Evangelista;3-4-3;Dele-Bashiru;SI;0
22;FC San Marco Evangelista;3-4-3;Pellegrino M.;SI;0
22;FC San Marco Evangelista;3-4-3;Ferguson E.;SI;0
22;FC San Marco Evangelista;3-4-3;Cancellieri;SI;0
22;FC San Marco Evangelista;3-4-3;Palestra;NO;1
22;FC San Marco Evangelista;3-4-3;Odgaard;NO;2
22;FC San Marco Evangelista;3-4-3;Boga;NO;3
22;FC San Marco Evangelista;3-4-3;Miretti;NO;4
22;FC San Marco Evangelista;3-4-3;De Ketelaere;NO;5
22;FC San Marco Evangelista;3-4-3;Gila;NO;6
22;FC San Marco Evangelista;3-4-3;Maignan;NO;7
22;FC San Marco Evangelista;3-4-3;Suzuki;NO;8
22;FC San Marco Evangelista;3-4-3;Delprato;NO;9
22;FC San Marco Evangelista;3-4-3;Circati;NO;10
22;FC San Marco Evangelista;3-4-3;Iling Junior;NO;11
22;FC San Marco Evangelista;3-4-3;Buongiorno;NO;12
22;FC San Marco Evangelista;3-4-3;Paz N.;NO;13
22;FC San Marco Evangelista;3-4-3;Yildiz;NO;14
22;FC bianchi;3-4-3;Milinkovic-Savic V.;SI;0
22;FC bianchi;3-4-3;Comuzzo;SI;0
22;FC bianchi;3-4-3;Dodò;SI;0
22;FC bianchi;3-4-3;Romagnoli;SI;0
22;FC bianchi;3-4-3;Harroui;SI;0
22;FC bianchi;3-4-3;Mkhitaryan;SI;0
22;FC bianchi;3-4-3;Strefezza;SI;0
22;FC bianchi;3-4-3;Sottil;SI;0
22;FC bianchi;3-4-3;Vardy;SI;0
22;FC bianchi;3-4-3;Leao;SI;0
22;FC bianchi;3-4-3;Zapata D.;SI;0
22;FC bianchi;3-4-3;Fullkrug;NO;1
22;FC bianchi;3-4-3;Rovella;NO;2
22;FC bianchi;3-4-3;Meret;NO;3
22;FC bianchi;3-4-3;Isaksen;NO;4
22;FC bianchi;3-4-3;Raspadori;NO;5
22;FC bianchi;3-4-3;Mina;NO;6
22;FC bianchi;3-4-3;Diego Carlos;NO;7
22;FC bianchi;3-4-3;Baschirotto;NO;8
22;FC bianchi;3-4-3;Scalvini;NO;9
22;FC bianchi;3-4-3;McKennie;NO;10
22;FC bianchi;3-4-3;Vasquez;NO;11
22;FC bianchi;3-4-3;Davis K.;NO;12
22;FC bianchi;3-4-3;Thuram K.;NO;13
22;FC bianchi;3-4-3;Contini;NO;14
22;Sinuoso;3-4-3;Sommer;SI;0
22;Sinuoso;3-4-3;Olivera;SI;0
22;Sinuoso;3-4-3;Bastoni;SI;0
22;Sinuoso;3-4-3;Darmian;SI;0
22;Sinuoso;3-4-3;Conceicao;SI;0
22;Sinuoso;3-4-3;De Roon;SI;0
22;Sinuoso;3-4-3;Ricci S.;SI;0
22;Sinuoso;3-4-3;Calhanoglu;SI;0
22;Sinuoso;3-4-3;Esposito F.P.;SI;0
22;Sinuoso;3-4-3;Nkunku;SI;0
22;Sinuoso;3-4-3;Martinez L.;SI;0
22;Sinuoso;3-4-3;Martinez Jo.;NO;1
22;Sinuoso;3-4-3;Vlasic;NO;2
22;Sinuoso;3-4-3;Laurientè;NO;3
22;Sinuoso;3-4-3;Thorstvedt;NO;4
22;Sinuoso;3-4-3;Caracciolo A.;NO;5
22;Sinuoso;3-4-3;Heggem;NO;6
22;Sinuoso;3-4-3;Spinazzola;NO;7
22;Sinuoso;3-4-3;Douvikas;NO;8
22;Sinuoso;3-4-3;Vergara;NO;9
22;Sinuoso;3-4-3;Di Gennaro;NO;10
